"lakeid","year4","gearid","effort","spname","total_caught"
"AL",1989,"VGN051",2.0000,"BLACKCRAPPIE",2.0360
"AL",1989,"VGN064",2.0000,"BLACKCRAPPIE",5.4070
"AL",1989,"BSEINE",18.0000,"BLACKNOSESHINER",8.0000
"AL",1989,"CRAYTR",30.0000,"BLACKNOSESHINER",1.0000
"AL",1989,"BSEINE",18.0000,"BLUEGILL",65.0000
"AL",1989,"ELFISH",4.0000,"BLUEGILL",33.0000
"AL",1989,"FYKNET",6.0000,"BLUEGILL",21.0000
"AL",1989,"TRAMML",2.0000,"BLUEGILL",39.0000
"AL",1989,"BSEINE",18.0000,"BLUNTNOSEMINNOW",27.0000
"AL",1989,"BSEINE",18.0000,"COMMONSHINER",2.0000
"AL",1989,"ELFISH",4.0000,"COMMONSHINER",3.0000
"AL",1989,"VGN032",2.0000,"COMMONSHINER",1.0960
"AL",1989,"BSEINE",18.0000,"GOLDENSHINER",3.0000
"AL",1989,"ELFISH",4.0000,"GOLDENSHINER",4.0000
"AL",1989,"VGN032",2.0000,"GOLDENSHINER",2.1170
"AL",1989,"VGN038",2.0000,"GOLDENSHINER",1.0970
"AL",1989,"ELFISH",4.0000,"IOWADARTER",1.0000
"AL",1989,"FYKNET",6.0000,"IOWADARTER",1.0000
"AL",1989,"BSEINE",18.0000,"JOHNNYDARTER",12.0000
"AL",1989,"BSEINE",18.0000,"LARGEMOUTHBASS",1.0000
"AL",1989,"ELFISH",4.0000,"LARGEMOUTHBASS",27.0000
"AL",1989,"FYKNET",6.0000,"LARGEMOUTHBASS",24.0000
"AL",1989,"VGN019",2.0000,"LARGEMOUTHBASS",1.0910
"AL",1989,"CRAYTR",30.0000,"MOTTLEDSCULPIN",1.0000
"AL",1989,"ELFISH",4.0000,"MUSKELLUNGE",1.0000
"AL",1989,"TRAMML",2.0000,"MUSKELLUNGE",2.0000
"AL",1989,"ELFISH",4.0000,"NORTHERNPIKE",4.0000
"AL",1989,"FYKNET",6.0000,"NORTHERNPIKE",1.0000
"AL",1989,"TRAMML",2.0000,"NORTHERNPIKE",8.0000
"AL",1989,"BSEINE",18.0000,"PUMPKINSEED",3.0000
"AL",1989,"CRAYTR",30.0000,"PUMPKINSEED",1.0000
"AL",1989,"ELFISH",4.0000,"PUMPKINSEED",53.0000
"AL",1989,"FYKNET",6.0000,"PUMPKINSEED",12.0000
"AL",1989,"TRAMML",2.0000,"PUMPKINSEED",15.0000
"AL",1989,"BSEINE",18.0000,"ROCKBASS",3.0000
"AL",1989,"ELFISH",4.0000,"ROCKBASS",2.0000
"AL",1989,"FYKNET",6.0000,"ROCKBASS",5.0000
"AL",1989,"TRAMML",2.0000,"ROCKBASS",5.0000
"AL",1989,"BSEINE",18.0000,"UNIDREDHORSE",1.0000
"AL",1989,"BSEINE",18.0000,"WALLEYE",1.0000
"AL",1989,"ELFISH",4.0000,"WALLEYE",11.0000
"AL",1989,"TRAMML",2.0000,"WALLEYE",2.0000
"AL",1989,"ELFISH",4.0000,"WHITESUCKER",10.0000
"AL",1989,"TRAMML",2.0000,"WHITESUCKER",3.0000
"AL",1989,"BSEINE",18.0000,"YELLOWBULLHEAD",2.0000
"AL",1989,"ELFISH",4.0000,"YELLOWBULLHEAD",4.0000
"AL",1989,"FYKNET",6.0000,"YELLOWBULLHEAD",8.0000
"AL",1989,"TRAMML",2.0000,"YELLOWBULLHEAD",10.0000
"AL",1989,"BSEINE",18.0000,"YELLOWPERCH",78.0000
"AL",1989,"CRAYTR",30.0000,"YELLOWPERCH",1.0000
"AL",1989,"ELFISH",4.0000,"YELLOWPERCH",62.0000
"AL",1989,"FYKNET",6.0000,"YELLOWPERCH",4.0000
"AL",1989,"TRAMML",2.0000,"YELLOWPERCH",11.0000
"AL",1989,"VGN038",2.0000,"YELLOWPERCH",1.0710
"AL",1990,"BSEINE",18.0000,"BLACKCHINSHINER",25.0000
"AL",1990,"ELFISH",4.0000,"BLACKCHINSHINER",1.0000
"AL",1990,"ELFISH",4.0000,"BLACKCRAPPIE",3.0000
"AL",1990,"FYKNET",6.0000,"BLACKCRAPPIE",2.0000
"AL",1990,"BSEINE",18.0000,"BLACKNOSESHINER",24.0000
"AL",1990,"BSEINE",18.0000,"BLUEGILL",434.0000
"AL",1990,"CRAYTR",29.0000,"BLUEGILL",1.0000
"AL",1990,"ELFISH",4.0000,"BLUEGILL",54.0000
"AL",1990,"FYKNET",6.0000,"BLUEGILL",70.0000
"AL",1990,"TRAMML",2.0000,"BLUEGILL",23.0000
"AL",1990,"BSEINE",18.0000,"BLUNTNOSEMINNOW",90.0000
"AL",1990,"CRAYTR",29.0000,"BLUNTNOSEMINNOW",2.0000
"AL",1990,"FYKNET",6.0000,"BLUNTNOSEMINNOW",4.0000
"AL",1990,"BSEINE",18.0000,"COMMONSHINER",21.0000
"AL",1990,"ELFISH",4.0000,"COMMONSHINER",1.0000
"AL",1990,"BSEINE",18.0000,"GOLDENSHINER",89.0000
"AL",1990,"ELFISH",4.0000,"GOLDENSHINER",3.0000
"AL",1990,"VGN025",2.0000,"GOLDENSHINER",1.0150
"AL",1990,"BSEINE",18.0000,"IOWADARTER",1.0000
"AL",1990,"BSEINE",18.0000,"JOHNNYDARTER",10.0000
"AL",1990,"BSEINE",18.0000,"LARGEMOUTHBASS",6.0000
"AL",1990,"ELFISH",4.0000,"LARGEMOUTHBASS",19.0000
"AL",1990,"FYKNET",6.0000,"LARGEMOUTHBASS",23.0000
"AL",1990,"BSEINE",18.0000,"LOGPERCH",1.0000
"AL",1990,"BSEINE",18.0000,"MIMICSHINER",5.0000
"AL",1990,"BSEINE",18.0000,"MOTTLEDSCULPIN",3.0000
"AL",1990,"BSEINE",18.0000,"MUSKELLUNGE",1.0000
"AL",1990,"ELFISH",4.0000,"MUSKELLUNGE",1.0000
"AL",1990,"BSEINE",18.0000,"NORTHERNPIKE",2.0000
"AL",1990,"ELFISH",4.0000,"NORTHERNPIKE",4.0000
"AL",1990,"TRAMML",2.0000,"NORTHERNPIKE",3.0000
"AL",1990,"BSEINE",18.0000,"PUMPKINSEED",2.0000
"AL",1990,"ELFISH",4.0000,"PUMPKINSEED",37.0000
"AL",1990,"FYKNET",6.0000,"PUMPKINSEED",4.0000
"AL",1990,"TRAMML",2.0000,"PUMPKINSEED",6.0000
"AL",1990,"BSEINE",18.0000,"ROCKBASS",11.0000
"AL",1990,"ELFISH",4.0000,"ROCKBASS",3.0000
"AL",1990,"FYKNET",6.0000,"ROCKBASS",6.0000
"AL",1990,"TRAMML",2.0000,"ROCKBASS",1.0000
"AL",1990,"ELFISH",4.0000,"SMALLMOUTHBASS",7.0000
"AL",1990,"BSEINE",18.0000,"UNIDMINNOW",7.0000
"AL",1990,"BSEINE",18.0000,"WALLEYE",2.0000
"AL",1990,"ELFISH",4.0000,"WALLEYE",4.0000
"AL",1990,"TRAMML",2.0000,"WALLEYE",1.0000
"AL",1990,"VGN038",2.0000,"WALLEYE",2.7420
"AL",1990,"ELFISH",4.0000,"WHITESUCKER",6.0000
"AL",1990,"TRAMML",2.0000,"WHITESUCKER",4.0000
"AL",1990,"ELFISH",4.0000,"YELLOWBULLHEAD",2.0000
"AL",1990,"BSEINE",18.0000,"YELLOWPERCH",130.0000
"AL",1990,"CRAYTR",29.0000,"YELLOWPERCH",5.0000
"AL",1990,"ELFISH",4.0000,"YELLOWPERCH",59.0000
"AL",1990,"FYKNET",6.0000,"YELLOWPERCH",15.0000
"AL",1990,"TRAMML",2.0000,"YELLOWPERCH",12.0000
"AL",1990,"VGN019",2.0000,"YELLOWPERCH",0.6480
"AL",1991,"BSEINE",18.0000,"BLACKCHINSHINER",1.0000
"AL",1991,"CRAYTR",30.0000,"BLACKCRAPPIE",7.0000
"AL",1991,"ELFISH",4.0000,"BLACKCRAPPIE",51.0000
"AL",1991,"FYKNET",6.0000,"BLACKCRAPPIE",18.0000
"AL",1991,"VGN019",2.0000,"BLACKCRAPPIE",1.0050
"AL",1991,"BSEINE",18.0000,"BLACKNOSESHINER",54.0000
"AL",1991,"BSEINE",18.0000,"BLUEGILL",1426.0000
"AL",1991,"CRAYTR",30.0000,"BLUEGILL",5.0000
"AL",1991,"ELFISH",4.0000,"BLUEGILL",263.0000
"AL",1991,"FYKNET",6.0000,"BLUEGILL",79.0000
"AL",1991,"TRAMML",2.0000,"BLUEGILL",7.0000
"AL",1991,"BSEINE",18.0000,"BLUNTNOSEMINNOW",457.0000
"AL",1991,"CRAYTR",30.0000,"BLUNTNOSEMINNOW",2.0000
"AL",1991,"ELFISH",4.0000,"BLUNTNOSEMINNOW",4.0000
"AL",1991,"FYKNET",6.0000,"BLUNTNOSEMINNOW",3.0000
"AL",1991,"BSEINE",18.0000,"COMMONSHINER",20.0000
"AL",1991,"ELFISH",4.0000,"COMMONSHINER",1.0000
"AL",1991,"VGN032",2.0000,"COMMONSHINER",1.0660
"AL",1991,"BSEINE",18.0000,"GOLDENSHINER",52.0000
"AL",1991,"ELFISH",4.0000,"GOLDENSHINER",2.0000
"AL",1991,"FYKNET",6.0000,"GOLDENSHINER",3.0000
"AL",1991,"VGN025",2.0000,"GOLDENSHINER",4.2820
"AL",1991,"VGN032",2.0000,"GOLDENSHINER",2.0110
"AL",1991,"BSEINE",18.0000,"IOWADARTER",4.0000
"AL",1991,"ELFISH",4.0000,"IOWADARTER",1.0000
"AL",1991,"BSEINE",18.0000,"JOHNNYDARTER",59.0000
"AL",1991,"BSEINE",18.0000,"LARGEMOUTHBASS",130.0000
"AL",1991,"ELFISH",4.0000,"LARGEMOUTHBASS",47.0000
"AL",1991,"FYKNET",6.0000,"LARGEMOUTHBASS",28.0000
"AL",1991,"VGN019",2.0000,"LARGEMOUTHBASS",5.2420
"AL",1991,"VGN025",2.0000,"LARGEMOUTHBASS",5.2170
"AL",1991,"BSEINE",18.0000,"LOGPERCH",10.0000
"AL",1991,"ELFISH",4.0000,"LOGPERCH",2.0000
"AL",1991,"BSEINE",18.0000,"MOTTLEDSCULPIN",3.0000
"AL",1991,"ELFISH",4.0000,"MOTTLEDSCULPIN",1.0000
"AL",1991,"ELFISH",4.0000,"MUDMINNOW",1.0000
"AL",1991,"ELFISH",4.0000,"MUSKELLUNGE",1.0000
"AL",1991,"BSEINE",18.0000,"NORTHERNPIKE",1.0000
"AL",1991,"CRAYTR",30.0000,"NORTHERNPIKE",1.0000
"AL",1991,"ELFISH",4.0000,"NORTHERNPIKE",15.0000
"AL",1991,"TRAMML",2.0000,"NORTHERNPIKE",1.0000
"AL",1991,"BSEINE",18.0000,"PUMPKINSEED",8.0000
"AL",1991,"ELFISH",4.0000,"PUMPKINSEED",53.0000
"AL",1991,"FYKNET",6.0000,"PUMPKINSEED",15.0000
"AL",1991,"BSEINE",18.0000,"ROCKBASS",29.0000
"AL",1991,"ELFISH",4.0000,"ROCKBASS",14.0000
"AL",1991,"FYKNET",6.0000,"ROCKBASS",5.0000
"AL",1991,"BSEINE",18.0000,"UNIDENTIFIED",1.0000
"AL",1991,"ELFISH",4.0000,"WALLEYE",13.0000
"AL",1991,"FYKNET",6.0000,"WALLEYE",1.0000
"AL",1991,"TRAMML",2.0000,"WALLEYE",3.0000
"AL",1991,"VGN089",2.0000,"WALLEYE",1.0680
"AL",1991,"BSEINE",18.0000,"WHITESUCKER",1.0000
"AL",1991,"ELFISH",4.0000,"WHITESUCKER",9.0000
"AL",1991,"FYKNET",6.0000,"WHITESUCKER",1.0000
"AL",1991,"TRAMML",2.0000,"WHITESUCKER",3.0000
"AL",1991,"BSEINE",18.0000,"YELLOWBULLHEAD",7.0000
"AL",1991,"ELFISH",4.0000,"YELLOWBULLHEAD",5.0000
"AL",1991,"FYKNET",6.0000,"YELLOWBULLHEAD",5.0000
"AL",1991,"BSEINE",18.0000,"YELLOWPERCH",845.0000
"AL",1991,"ELFISH",4.0000,"YELLOWPERCH",153.0000
"AL",1991,"FYKNET",6.0000,"YELLOWPERCH",22.0000
"AL",1991,"TRAMML",2.0000,"YELLOWPERCH",5.0000
"AL",1991,"VGN019",2.0000,"YELLOWPERCH",3.0090
"AL",1991,"VGN025",2.0000,"YELLOWPERCH",2.0280
"AL",1992,"BSEINE",18.0000,"BLACKCRAPPIE",24.0000
"AL",1992,"ELFISH",4.0000,"BLACKCRAPPIE",7.0000
"AL",1992,"FYKNET",6.0000,"BLACKCRAPPIE",2.0000
"AL",1992,"TRAMML",2.0000,"BLACKCRAPPIE",1.0000
"AL",1992,"VGN051",2.0000,"BLACKCRAPPIE",1.0700
"AL",1992,"VGN089",2.0000,"BLACKCRAPPIE",1.0570
"AL",1992,"BSEINE",18.0000,"BLACKNOSESHINER",7.0000
"AL",1992,"ELFISH",4.0000,"BLACKNOSESHINER",6.0000
"AL",1992,"BSEINE",18.0000,"BLUEGILL",156.0000
"AL",1992,"CRAYTR",29.0000,"BLUEGILL",15.0000
"AL",1992,"ELFISH",4.0000,"BLUEGILL",409.0000
"AL",1992,"FYKNET",6.0000,"BLUEGILL",19.0000
"AL",1992,"TRAMML",2.0000,"BLUEGILL",1.0000
"AL",1992,"BSEINE",18.0000,"BLUNTNOSEMINNOW",83.0000
"AL",1992,"CRAYTR",29.0000,"BLUNTNOSEMINNOW",1.0000
"AL",1992,"ELFISH",4.0000,"BLUNTNOSEMINNOW",1.0000
"AL",1992,"FYKNET",6.0000,"BLUNTNOSEMINNOW",1.0000
"AL",1992,"FYKNET",6.0000,"BROWNBULLHEAD",1.0000
"AL",1992,"BSEINE",18.0000,"COMMONSHINER",9.0000
"AL",1992,"ELFISH",4.0000,"COMMONSHINER",2.0000
"AL",1992,"VGN032",2.0000,"COMMONSHINER",1.1490
"AL",1992,"BSEINE",18.0000,"GOLDENSHINER",45.0000
"AL",1992,"ELFISH",4.0000,"GOLDENSHINER",35.0000
"AL",1992,"FYKNET",6.0000,"GOLDENSHINER",2.0000
"AL",1992,"VGN025",2.0000,"GOLDENSHINER",2.2220
"AL",1992,"VGN032",2.0000,"GOLDENSHINER",1.1490
"AL",1992,"CRAYTR",29.0000,"IOWADARTER",1.0000
"AL",1992,"FYKNET",6.0000,"IOWADARTER",5.0000
"AL",1992,"BSEINE",18.0000,"JOHNNYDARTER",3.0000
"AL",1992,"BSEINE",18.0000,"LARGEMOUTHBASS",4.0000
"AL",1992,"ELFISH",4.0000,"LARGEMOUTHBASS",42.0000
"AL",1992,"FYKNET",6.0000,"LARGEMOUTHBASS",12.0000
"AL",1992,"BSEINE",18.0000,"LOGPERCH",1.0000
"AL",1992,"ELFISH",4.0000,"MUSKELLUNGE",1.0000
"AL",1992,"TRAMML",2.0000,"MUSKELLUNGE",1.0000
"AL",1992,"ELFISH",4.0000,"NORTHERNPIKE",4.0000
"AL",1992,"BSEINE",18.0000,"PUMPKINSEED",2.0000
"AL",1992,"CRAYTR",29.0000,"PUMPKINSEED",3.0000
"AL",1992,"ELFISH",4.0000,"PUMPKINSEED",37.0000
"AL",1992,"FYKNET",6.0000,"PUMPKINSEED",4.0000
"AL",1992,"BSEINE",18.0000,"ROCKBASS",11.0000
"AL",1992,"ELFISH",4.0000,"ROCKBASS",12.0000
"AL",1992,"FYKNET",6.0000,"ROCKBASS",1.0000
"AL",1992,"BSEINE",18.0000,"SMALLMOUTHBASS",1.0000
"AL",1992,"ELFISH",4.0000,"SMALLMOUTHBASS",4.0000
"AL",1992,"ELFISH",4.0000,"WALLEYE",16.0000
"AL",1992,"TRAMML",2.0000,"WALLEYE",5.0000
"AL",1992,"ELFISH",4.0000,"WHITESUCKER",20.0000
"AL",1992,"TRAMML",2.0000,"WHITESUCKER",2.0000
"AL",1992,"BSEINE",18.0000,"YELLOWPERCH",49.0000
"AL",1992,"ELFISH",4.0000,"YELLOWPERCH",64.0000
"AL",1992,"FYKNET",6.0000,"YELLOWPERCH",9.0000
"AL",1992,"VGN019",2.0000,"YELLOWPERCH",2.9980
"AL",1993,"FYKNET",6.0000,"BLACKCRAPPIE",1.0000
"AL",1993,"VGN025",2.0000,"BLACKCRAPPIE",1.3500
"AL",1993,"CRAYTR",30.0000,"BLACKNOSESHINER",1.0000
"AL",1993,"BSEINE",18.0000,"BLUEGILL",88.0000
"AL",1993,"ELFISH",3.0000,"BLUEGILL",113.0000
"AL",1993,"FYKNET",6.0000,"BLUEGILL",47.0000
"AL",1993,"TRAMML",2.0000,"BLUEGILL",15.0000
"AL",1993,"BSEINE",18.0000,"BLUNTNOSEMINNOW",52.0000
"AL",1993,"CRAYTR",30.0000,"BLUNTNOSEMINNOW",2.0000
"AL",1993,"ELFISH",3.0000,"BLUNTNOSEMINNOW",15.0000
"AL",1993,"FYKNET",6.0000,"BLUNTNOSEMINNOW",1.0000
"AL",1993,"FYKNET",6.0000,"BROWNBULLHEAD",1.0000
"AL",1993,"BSEINE",18.0000,"COMMONSHINER",14.0000
"AL",1993,"BSEINE",18.0000,"GOLDENSHINER",6.0000
"AL",1993,"ELFISH",3.0000,"GOLDENSHINER",44.0000
"AL",1993,"VGN019",2.0000,"GOLDENSHINER",4.2860
"AL",1993,"VGN025",2.0000,"GOLDENSHINER",7.9090
"AL",1993,"BSEINE",18.0000,"IOWADARTER",1.0000
"AL",1993,"BSEINE",18.0000,"JOHNNYDARTER",20.0000
"AL",1993,"BSEINE",18.0000,"LARGEMOUTHBASS",2.0000
"AL",1993,"ELFISH",3.0000,"LARGEMOUTHBASS",16.0000
"AL",1993,"FYKNET",6.0000,"LARGEMOUTHBASS",19.0000
"AL",1993,"BSEINE",18.0000,"LOGPERCH",4.0000
"AL",1993,"ELFISH",3.0000,"LOGPERCH",1.0000
"AL",1993,"BSEINE",18.0000,"MIMICSHINER",8.0000
"AL",1993,"BSEINE",18.0000,"MOTTLEDSCULPIN",1.0000
"AL",1993,"ELFISH",3.0000,"NORTHERNPIKE",4.0000
"AL",1993,"BSEINE",18.0000,"PUMPKINSEED",10.0000
"AL",1993,"ELFISH",3.0000,"PUMPKINSEED",33.0000
"AL",1993,"FYKNET",6.0000,"PUMPKINSEED",6.0000
"AL",1993,"TRAMML",2.0000,"PUMPKINSEED",1.0000
"AL",1993,"BSEINE",18.0000,"ROCKBASS",5.0000
"AL",1993,"ELFISH",3.0000,"ROCKBASS",1.0000
"AL",1993,"FYKNET",6.0000,"ROCKBASS",12.0000
"AL",1993,"ELFISH",3.0000,"SHORTHEADREDHORS",1.0000
"AL",1993,"ELFISH",3.0000,"SMALLMOUTHBASS",1.0000
"AL",1993,"ELFISH",3.0000,"WALLEYE",11.0000
"AL",1993,"BSEINE",18.0000,"WHITESUCKER",2.0000
"AL",1993,"ELFISH",3.0000,"WHITESUCKER",6.0000
"AL",1993,"TRAMML",2.0000,"WHITESUCKER",6.0000
"AL",1993,"BSEINE",18.0000,"YELLOWPERCH",45.0000
"AL",1993,"ELFISH",3.0000,"YELLOWPERCH",121.0000
"AL",1993,"FYKNET",6.0000,"YELLOWPERCH",33.0000
"AL",1993,"TRAMML",2.0000,"YELLOWPERCH",2.0000
"AL",1993,"VGN019",2.0000,"YELLOWPERCH",4.6850
"AL",1993,"VGN025",2.0000,"YELLOWPERCH",8.1290
"AL",1994,"BSEINE",18.0000,"BLACKCHINSHINER",4.0000
"AL",1994,"ELFISH",4.0000,"BLACKCHINSHINER",1.0000
"AL",1994,"BSEINE",18.0000,"BLACKCRAPPIE",561.0000
"AL",1994,"ELFISH",4.0000,"BLACKCRAPPIE",85.0000
"AL",1994,"FYKNET",6.0000,"BLACKCRAPPIE",13.0000
"AL",1994,"TRAMML",2.0000,"BLACKCRAPPIE",1.0000
"AL",1994,"VGN019",2.0000,"BLACKCRAPPIE",8.1536
"AL",1994,"BSEINE",18.0000,"BLACKNOSESHINER",2.0000
"AL",1994,"BSEINE",18.0000,"BLUEGILL",31.0000
"AL",1994,"ELFISH",4.0000,"BLUEGILL",109.0000
"AL",1994,"FYKNET",6.0000,"BLUEGILL",116.0000
"AL",1994,"TRAMML",2.0000,"BLUEGILL",3.0000
"AL",1994,"BSEINE",18.0000,"BLUNTNOSEMINNOW",135.0000
"AL",1994,"CRAYTR",28.0000,"BLUNTNOSEMINNOW",6.0000
"AL",1994,"ELFISH",4.0000,"BLUNTNOSEMINNOW",23.0000
"AL",1994,"FYKNET",6.0000,"BLUNTNOSEMINNOW",28.0000
"AL",1994,"BSEINE",18.0000,"COMMONSHINER",43.0000
"AL",1994,"ELFISH",4.0000,"COMMONSHINER",2.0000
"AL",1994,"BSEINE",18.0000,"FINESCALEDACE",1.0000
"AL",1994,"BSEINE",18.0000,"GOLDENSHINER",92.0000
"AL",1994,"ELFISH",4.0000,"GOLDENSHINER",20.0000
"AL",1994,"VGN025",2.0000,"GOLDENSHINER",7.8135
"AL",1994,"VGN032",2.0000,"GOLDENSHINER",12.9230
"AL",1994,"VGN038",2.0000,"GOLDENSHINER",3.1209
"AL",1994,"ELFISH",4.0000,"IOWADARTER",4.0000
"AL",1994,"BSEINE",18.0000,"JOHNNYDARTER",13.0000
"AL",1994,"CRAYTR",28.0000,"JOHNNYDARTER",1.0000
"AL",1994,"BSEINE",18.0000,"LARGEMOUTHBASS",69.0000
"AL",1994,"CRAYTR",28.0000,"LARGEMOUTHBASS",1.0000
"AL",1994,"ELFISH",4.0000,"LARGEMOUTHBASS",36.0000
"AL",1994,"FYKNET",6.0000,"LARGEMOUTHBASS",84.0000
"AL",1994,"VGN019",2.0000,"LARGEMOUTHBASS",22.1919
"AL",1994,"VGN025",2.0000,"LARGEMOUTHBASS",4.1188
"AL",1994,"BSEINE",18.0000,"LOGPERCH",4.0000
"AL",1994,"ELFISH",4.0000,"LOGPERCH",2.0000
"AL",1994,"ELFISH",4.0000,"MIMICSHINER",5.0000
"AL",1994,"BSEINE",18.0000,"MOTTLEDSCULPIN",1.0000
"AL",1994,"FYKNET",6.0000,"MOTTLEDSCULPIN",2.0000
"AL",1994,"ELFISH",4.0000,"MUSKELLUNGE",1.0000
"AL",1994,"FYKNET",6.0000,"MUSKELLUNGE",1.0000
"AL",1994,"TRAMML",2.0000,"MUSKELLUNGE",2.0000
"AL",1994,"BSEINE",18.0000,"NORTHERNPIKE",1.0000
"AL",1994,"ELFISH",4.0000,"NORTHERNPIKE",7.0000
"AL",1994,"TRAMML",2.0000,"NORTHERNPIKE",1.0000
"AL",1994,"ELFISH",4.0000,"PUMPKINSEED",22.0000
"AL",1994,"FYKNET",6.0000,"PUMPKINSEED",8.0000
"AL",1994,"TRAMML",2.0000,"PUMPKINSEED",7.0000
"AL",1994,"BSEINE",18.0000,"ROCKBASS",26.0000
"AL",1994,"ELFISH",4.0000,"ROCKBASS",4.0000
"AL",1994,"FYKNET",6.0000,"ROCKBASS",3.0000
"AL",1994,"TRAMML",2.0000,"ROCKBASS",2.0000
"AL",1994,"ELFISH",4.0000,"SHORTHEADREDHORS",2.0000
"AL",1994,"ELFISH",4.0000,"SMALLMOUTHBASS",1.0000
"AL",1994,"FYKNET",6.0000,"SMALLMOUTHBASS",6.0000
"AL",1994,"ELFISH",4.0000,"WALLEYE",23.0000
"AL",1994,"TRAMML",2.0000,"WALLEYE",5.0000
"AL",1994,"VGN089",2.0000,"WALLEYE",1.1483
"AL",1994,"ELFISH",4.0000,"WHITESUCKER",10.0000
"AL",1994,"TRAMML",2.0000,"WHITESUCKER",5.0000
"AL",1994,"FYKNET",6.0000,"YELLOWBULLHEAD",1.0000
"AL",1994,"BSEINE",18.0000,"YELLOWPERCH",605.0000
"AL",1994,"ELFISH",4.0000,"YELLOWPERCH",101.0000
"AL",1994,"FYKNET",6.0000,"YELLOWPERCH",14.0000
"AL",1994,"TRAMML",2.0000,"YELLOWPERCH",13.0000
"AL",1994,"VGN019",2.0000,"YELLOWPERCH",36.2138
"AL",1994,"VGN025",2.0000,"YELLOWPERCH",38.5408
"AL",1994,"VGN032",2.0000,"YELLOWPERCH",1.7545
"AL",1995,"TRAMML",2.0000,"BGPUMPHYBRID",1.0000
"AL",1995,"BSEINE",18.0000,"BLACKCRAPPIE",113.0000
"AL",1995,"ELFISH",4.0000,"BLACKCRAPPIE",32.0000
"AL",1995,"FYKNET",6.0000,"BLACKCRAPPIE",11.0000
"AL",1995,"VGN025",2.0000,"BLACKCRAPPIE",1.2339
"AL",1995,"VGN038",2.0000,"BLACKCRAPPIE",9.3818
"AL",1995,"BSEINE",18.0000,"BLUEGILL",191.0000
"AL",1995,"ELFISH",4.0000,"BLUEGILL",93.0000
"AL",1995,"FYKNET",6.0000,"BLUEGILL",135.0000
"AL",1995,"TRAMML",2.0000,"BLUEGILL",41.0000
"AL",1995,"BSEINE",18.0000,"BLUNTNOSEMINNOW",350.0000
"AL",1995,"CRAYTR",30.0000,"BLUNTNOSEMINNOW",7.0000
"AL",1995,"ELFISH",4.0000,"BLUNTNOSEMINNOW",33.0000
"AL",1995,"FYKNET",6.0000,"BLUNTNOSEMINNOW",18.0000
"AL",1995,"BSEINE",18.0000,"COMMONSHINER",41.0000
"AL",1995,"ELFISH",4.0000,"COMMONSHINER",6.0000
"AL",1995,"VGN025",2.0000,"COMMONSHINER",9.4978
"AL",1995,"VGN032",2.0000,"COMMONSHINER",7.0784
"AL",1995,"VGN038",2.0000,"COMMONSHINER",1.1864
"AL",1995,"BSEINE",18.0000,"GOLDENSHINER",23.0000
"AL",1995,"ELFISH",4.0000,"GOLDENSHINER",16.0000
"AL",1995,"VGN025",2.0000,"GOLDENSHINER",4.7489
"AL",1995,"VGN032",2.0000,"GOLDENSHINER",2.4060
"AL",1995,"VGN038",2.0000,"GOLDENSHINER",2.3728
"AL",1995,"BSEINE",18.0000,"IOWADARTER",3.0000
"AL",1995,"ELFISH",4.0000,"IOWADARTER",1.0000
"AL",1995,"FYKNET",6.0000,"IOWADARTER",1.0000
"AL",1995,"BSEINE",18.0000,"JOHNNYDARTER",22.0000
"AL",1995,"ELFISH",4.0000,"JOHNNYDARTER",3.0000
"AL",1995,"FYKNET",6.0000,"JOHNNYDARTER",4.0000
"AL",1995,"BSEINE",18.0000,"LARGEMOUTHBASS",44.0000
"AL",1995,"ELFISH",4.0000,"LARGEMOUTHBASS",45.0000
"AL",1995,"FYKNET",6.0000,"LARGEMOUTHBASS",98.0000
"AL",1995,"TRAMML",2.0000,"LARGEMOUTHBASS",1.0000
"AL",1995,"BSEINE",18.0000,"LOGPERCH",4.0000
"AL",1995,"ELFISH",4.0000,"LOGPERCH",8.0000
"AL",1995,"BSEINE",18.0000,"MOTTLEDSCULPIN",1.0000
"AL",1995,"ELFISH",4.0000,"MOTTLEDSCULPIN",2.0000
"AL",1995,"ELFISH",4.0000,"MUSKELLUNGE",1.0000
"AL",1995,"TRAMML",2.0000,"MUSKYPIKEHYBRID",1.0000
"AL",1995,"BSEINE",18.0000,"NORTHERNPIKE",1.0000
"AL",1995,"ELFISH",4.0000,"NORTHERNPIKE",4.0000
"AL",1995,"TRAMML",2.0000,"NORTHERNPIKE",15.0000
"AL",1995,"BSEINE",18.0000,"PUMPKINSEED",3.0000
"AL",1995,"ELFISH",4.0000,"PUMPKINSEED",19.0000
"AL",1995,"FYKNET",6.0000,"PUMPKINSEED",6.0000
"AL",1995,"TRAMML",2.0000,"PUMPKINSEED",6.0000
"AL",1995,"BSEINE",18.0000,"ROCKBASS",15.0000
"AL",1995,"CRAYTR",30.0000,"ROCKBASS",1.0000
"AL",1995,"ELFISH",4.0000,"ROCKBASS",11.0000
"AL",1995,"FYKNET",6.0000,"ROCKBASS",14.0000
"AL",1995,"TRAMML",2.0000,"ROCKBASS",4.0000
"AL",1995,"VGN019",2.0000,"ROSYFACESHINER",1.0471
"AL",1995,"ELFISH",4.0000,"SHORTHEADREDHORS",2.0000
"AL",1995,"BSEINE",18.0000,"SMALLMOUTHBASS",2.0000
